symbol,price,timestamp
AMZN,85.82,2023-01-03
GOOGL,88.5054441548846,2023-01-03
META,123.982166253359,2023-01-03
MSFT,233.994808106639,2023-01-03
NVDA,14.3014885004012,2023-01-03
AMZN,85.14,2023-01-04
GOOGL,87.472615811964,2023-01-04
META,126.596188196973,2023-01-04
MSFT,223.759122369275,2023-01-04
NVDA,14.7350788608046,2023-01-04
AMZN,83.12,2023-01-05
GOOGL,85.6055799612999,2023-01-05
META,126.168800578815,2023-01-05
MSFT,217.127413766537,2023-01-05
NVDA,14.2515356939031,2023-01-05
AMZN,86.08,2023-01-06
GOOGL,86.737718721809,2023-01-06
META,129.230088634454,2023-01-06
MSFT,219.686335200878,2023-01-06
NVDA,14.8449750351004,2023-01-06
AMZN,87.36,2023-01-09
GOOGL,87.4130295614109,2023-01-09
META,128.68343005309,2023-01-09
MSFT,221.825280979964,2023-01-09
NVDA,15.6132491990409,2023-01-09
AMZN,89.87,2023-01-10
GOOGL,87.810271231765,2023-01-10
META,132.182044973819,2023-01-10
MSFT,223.514950476686,2023-01-10
NVDA,15.8939839715601,2023-01-10
AMZN,95.09,2023-01-11
GOOGL,90.8888941770089,2023-01-11
META,132.08265250448,2023-01-11
MSFT,230.273628463571,2023-01-11
NVDA,15.9858971355166,2023-01-11
AMZN,95.27,2023-01-12
GOOGL,90.5015835484137,2023-01-12
META,135.879444833227,2023-01-12
MSFT,232.949752406355,2023-01-12
NVDA,16.495415761797,2023-01-12
AMZN,98.12,2023-01-13
GOOGL,91.48475668254,2023-01-13
META,136.147804500442,2023-01-13
MSFT,233.652967457013,2023-01-13
NVDA,16.8830495402221,2023-01-13
AMZN,96.05,2023-01-17
GOOGL,90.6604802165554,2023-01-17
META,134.537646497152,2023-01-17
MSFT,234.746857535815,2023-01-17
NVDA,17.6852916125814,2023-01-17
AMZN,95.46,2023-01-18
GOOGL,90.4916525066549,2023-01-18
META,132.211862714621,2023-01-18
MSFT,230.312695966385,2023-01-18
NVDA,17.3605983703438,2023-01-18
AMZN,93.68,2023-01-19
GOOGL,92.4083435661132,2023-01-19
META,135.322847004929,2023-01-19
MSFT,226.523148193392,2023-01-19
NVDA,16.7491760188073,2023-01-19
AMZN,97.25,2023-01-20
GOOGL,97.3440713202624,2023-01-20
META,138.523284517642,2023-01-20
MSFT,234.619888151669,2023-01-20
NVDA,17.8221623023861,2023-01-20
AMZN,97.52,2023-01-23
GOOGL,99.1018657115791,2023-01-23
META,142.39959082186,2023-01-23
MSFT,236.924870817716,2023-01-23
NVDA,19.1748843023542,2023-01-23
AMZN,96.32,2023-01-24
GOOGL,97.0262779839792,2023-01-24
META,142.270380611719,2023-01-24
MSFT,236.397459529722,2023-01-24
NVDA,19.2468163437114,2023-01-24
AMZN,97.18,2023-01-25
GOOGL,94.563379627784,2023-01-25
META,140.640344114561,2023-01-25
MSFT,235.000796304109,2023-01-25
NVDA,19.3047615992492,2023-01-25
AMZN,99.22,2023-01-26
GOOGL,96.8475192323198,2023-01-26
META,146.405107336218,2023-01-26
MSFT,242.218517449063,2023-01-26
NVDA,19.7833094855009,2023-01-26
AMZN,102.24,2023-01-27
GOOGL,98.6847619577074,2023-01-27
META,150.818132974865,2023-01-27
MSFT,242.37478746032,2023-01-27
NVDA,20.3457780866693,2023-01-27
AMZN,100.55,2023-01-30
GOOGL,96.2715188103064,2023-01-30
META,146.166565409804,2023-01-30
MSFT,237.051840201863,2023-01-30
NVDA,19.1439135623254,2023-01-30
AMZN,103.13,2023-01-31
GOOGL,98.1584167444882,2023-01-31
META,148.064961574178,2023-01-31
MSFT,242.032946810695,2023-01-31
NVDA,19.518559611061,2023-01-31
AMZN,105.15,2023-02-01
GOOGL,99.7374523841456,2023-02-01
META,152.189749051742,2023-02-01
MSFT,246.857783408269,2023-02-01
NVDA,20.9232325297871,2023-02-01
AMZN,112.91,2023-02-02
GOOGL,106.997043909866,2023-02-02
META,187.623164371065,2023-02-02
MSFT,258.431531117024,2023-02-02
NVDA,21.6885095253377,2023-02-02
AMZN,103.39,2023-02-03
GOOGL,104.057455549246,2023-02-03
META,185.396773057873,2023-02-03
MSFT,252.32723380228,2023-02-03
NVDA,21.0800843421911,2023-02-03
AMZN,102.18,2023-02-06
GOOGL,102.190419698582,2023-02-06
META,184.92962845198,2023-02-06
MSFT,250.784067441112,2023-02-06
NVDA,21.0690947247615,2023-02-06
AMZN,102.11,2023-02-07
GOOGL,106.897733492278,2023-02-07
META,190.455849747224,2023-02-07
MSFT,261.322526325287,2023-02-07
NVDA,22.15207156964,2023-02-07
AMZN,100.05,2023-02-08
GOOGL,98.6847619577074,2023-02-08
META,182.315606508367,2023-02-08
MSFT,260.511875641889,2023-02-08
NVDA,22.1840413657987,2023-02-08
AMZN,98.24,2023-02-09
GOOGL,94.3548277508481,2023-02-09
META,176.839081447793,2023-02-09
MSFT,257.474377298072,2023-02-09
NVDA,22.3159167749537,2023-02-09
AMZN,97.61,2023-02-10
GOOGL,93.9178619134586,2023-02-10
META,173.091985353716,2023-02-10
MSFT,256.966499761486,2023-02-10
NVDA,21.2449286036348,2023-02-10
AMZN,99.54,2023-02-13
GOOGL,93.9575860804941,2023-02-13
META,178.33990773481,2023-02-13
MSFT,264.994871589838,2023-02-13
NVDA,21.7674349596047,2023-02-13
AMZN,99.7,2023-02-14
GOOGL,94.027103372806,2023-02-14
META,178.38960396948,2023-02-14
MSFT,265.825056024643,2023-02-14
NVDA,22.9493183613494,2023-02-14
AMZN,101.16,2023-02-15
GOOGL,96.2715188103064,2023-02-15
META,176.083698680817,2023-02-15
MSFT,263.705643996964,2023-02-15
NVDA,22.7425137424473,2023-02-15
AMZN,98.15,2023-02-16
GOOGL,94.8513798387907,2023-02-16
META,171.39237412802,2023-02-16
MSFT,256.685112779608,2023-02-16
NVDA,21.9812329714165,2023-02-16
AMZN,97.2,2023-02-17
GOOGL,93.6993789947639,2023-02-17
META,171.829700993112,2023-02-17
MSFT,252.680374609596,2023-02-17
NVDA,21.3678125076201,2023-02-17
AMZN,94.58,2023-02-21
GOOGL,91.1570323044979,2023-02-21
META,171.0345612384,2023-02-21
MSFT,247.402736776744,2023-02-21
NVDA,20.6355043643582,2023-02-21
AMZN,95.79,2023-02-22
GOOGL,91.017997719874,2023-02-22
META,170.080393532747,2023-02-22
MSFT,246.266918616056,2023-02-22
NVDA,20.7344109212244,2023-02-22
AMZN,95.82,2023-02-23
GOOGL,90.2632385462013,2023-02-23
META,170.994804250665,2023-02-23
MSFT,249.458959309024,2023-02-23
NVDA,23.6416642594128,2023-02-23
AMZN,93.5,2023-02-24
GOOGL,88.5153751966434,2023-02-24
META,169.354828506573,2023-02-24
MSFT,244.024656902284,2023-02-24
NVDA,23.2640210422873,2023-02-24
AMZN,93.76,2023-02-27
GOOGL,89.2502722867984,2023-02-27
META,168.509992517192,2023-02-27
MSFT,244.945061273876,2023-02-27
NVDA,23.478818110229,2023-02-27
AMZN,94.23,2023-02-28
GOOGL,89.4389620802166,2023-02-28
META,173.877185861493,2023-02-28
MSFT,244.220487619644,2023-02-28
NVDA,23.19408711319,2023-02-28
AMZN,92.17,2023-03-01
GOOGL,89.7368933329822,2023-03-01
META,172.366420327542,2023-03-01
MSFT,241.136153821225,2023-03-01
NVDA,22.6765760378698,2023-03-01
AMZN,92.13,2023-03-02
GOOGL,91.3655841814338,2023-03-02
META,173.469676737204,2023-03-02
MSFT,245.875257181336,2023-03-02
NVDA,23.2919946139262,2023-03-02
AMZN,94.9,2023-03-03
GOOGL,93.0042060716443,2023-03-03
META,184.124549450335,2023-03-03
MSFT,249.96811917416,2023-03-03
NVDA,23.8674509447841,2023-03-03
AMZN,93.75,2023-03-06
GOOGL,94.4740002519543,2023-03-06
META,183.776675807649,2023-03-06
MSFT,251.515181841304,2023-03-06
NVDA,23.531768085117,2023-03-06
AMZN,93.55,2023-03-07
GOOGL,93.2127579485802,2023-03-07
META,183.389045177227,2023-03-07
MSFT,248.851884085208,2023-03-07
NVDA,23.2700153790671,2023-03-07
AMZN,93.92,2023-03-08
GOOGL,93.6000685771754,2023-03-08
META,183.846250536186,2023-03-08
MSFT,248.411264971148,2023-03-08
NVDA,24.1623257420655,2023-03-08
AMZN,92.25,2023-03-09
GOOGL,91.683377517717,2023-03-09
META,180.58617754187,2023-03-09
MSFT,247.060033021364,2023-03-09
NVDA,23.417901083125,2023-03-09
AMZN,90.73,2023-03-10
GOOGL,90.0050314604711,2023-03-10
META,178.419421710281,2023-03-10
MSFT,243.407790142601,2023-03-10
NVDA,22.9472648222378,2023-03-10
AMZN,92.43,2023-03-13
GOOGL,90.481721464896,2023-03-13
META,179.800977034092,2023-03-13
MSFT,248.626678760244,2023-03-13
NVDA,22.948264049968,2023-03-13
AMZN,94.88,2023-03-14
GOOGL,93.3219994079275,2023-03-14
META,192.841269011358,2023-03-14
MSFT,255.35346390156,2023-03-14
NVDA,24.0444168699111,2023-03-14
AMZN,96.2,2023-03-15
GOOGL,95.4472423443218,2023-03-15
META,196.548608117699,2023-03-15
MSFT,259.90652808018,2023-03-15
NVDA,24.2092894453812,2023-03-15
AMZN,100.04,2023-03-16
GOOGL,99.6282109247983,2023-03-16
META,203.684987416233,2023-03-16
MSFT,270.442220674147,2023-03-16
NVDA,25.5212754550306,2023-03-16
AMZN,98.95,2023-03-17
GOOGL,100.919246353449,2023-03-17
META,194.421609273846,2023-03-17
MSFT,273.604886759511,2023-03-17
NVDA,25.7051333573729,2023-03-17
AMZN,97.71,2023-03-20
GOOGL,100.522004683095,2023-03-20
META,196.608243599302,2023-03-20
MSFT,266.554980934551,2023-03-20
NVDA,25.8799982101441,2023-03-20
AMZN,100.61,2023-03-21
GOOGL,104.19649013387,2023-03-21
META,200.931816015545,2023-03-21
MSFT,268.072668994091,2023-03-21
NVDA,26.1787673014504,2023-03-21
AMZN,98.7,2023-03-22
GOOGL,102.657178661248,2023-03-22
META,198.596092986081,2023-03-22
MSFT,266.613730149759,2023-03-22
NVDA,26.4475595608531,2023-03-22
AMZN,98.71,2023-03-23
GOOGL,104.871800973472,2023-03-23
META,203.03893636553,2023-03-23
MSFT,271.871784910875,2023-03-23
NVDA,27.1700012097309,2023-03-23
AMZN,98.13,2023-03-24
GOOGL,104.71290430533,2023-03-24
META,204.758426085093,2023-03-24
MSFT,274.721121848463,2023-03-24
NVDA,26.7583193849209,2023-03-24
AMZN,98.04,2023-03-27
GOOGL,101.753453861192,2023-03-27
META,201.60768480705,2023-03-27
MSFT,270.618468319771,2023-03-27
NVDA,26.5105109078507,2023-03-27
AMZN,97.24,2023-03-28
GOOGL,100.333314889677,2023-03-28
META,199.460807469329,2023-03-28
MSFT,269.492441694951,2023-03-28
NVDA,26.3896043525061,2023-03-28
AMZN,100.25,2023-03-29
GOOGL,100.690832392995,2023-03-29
META,204.102435787456,2023-03-29
MSFT,274.662372633255,2023-03-29
NVDA,26.9631610695957,2023-03-29
AMZN,102.0,2023-03-30
GOOGL,100.194280305053,2023-03-30
META,206.577308273995,2023-03-30
MSFT,278.128576330527,2023-03-30
NVDA,27.3618529339142,2023-03-30
AMZN,103.29,2023-03-31
GOOGL,103.014696164567,2023-03-31
META,210.652399516891,2023-03-31
MSFT,282.289979074427,2023-03-31
NVDA,27.755548659582,2023-03-31
AMZN,102.41,2023-04-03
GOOGL,103.640351795374,2023-04-03
META,211.77553442042,2023-04-03
MSFT,281.242284736551,2023-04-03
NVDA,27.9434034728448,2023-04-03
AMZN,103.95,2023-04-04
GOOGL,103.997869298693,2023-04-04
META,213.415510164512,2023-04-04
MSFT,281.193327057211,2023-04-04
NVDA,27.4317988750227,2023-04-04
AMZN,101.1,2023-04-05
GOOGL,103.749593254722,2023-04-05
META,210.195194157932,2023-04-05
MSFT,278.412530870699,2023-04-05
NVDA,26.8602406133932,2023-04-05
AMZN,102.06,2023-04-06
GOOGL,107.672354749468,2023-04-06
META,214.787126241389,2023-04-06
MSFT,285.521185910867,2023-04-06
NVDA,27.0161201392922,2023-04-06
AMZN,102.17,2023-04-10
GOOGL,105.706008481215,2023-04-10
META,213.445327905314,2023-04-10
MSFT,283.357256484039,2023-04-10
NVDA,27.557701569018,2023-04-10
AMZN,99.92,2023-04-11
GOOGL,104.623524929501,2023-04-11
META,212.550795681264,2023-04-11
MSFT,276.934008954631,2023-04-11
NVDA,27.1480181996682,2023-04-11
AMZN,97.83,2023-04-12
GOOGL,103.918420964622,2023-04-12
META,212.699884385272,2023-04-12
MSFT,277.580250321919,2023-04-12
NVDA,26.4745387095664,2023-04-12
AMZN,102.4,2023-04-13
GOOGL,106.689181615342,2023-04-13
META,219.011306188293,2023-04-13
MSFT,283.797875598099,2023-04-13
NVDA,26.4425634222025,2023-04-13
AMZN,102.51,2023-04-14
GOOGL,108.119251628616,2023-04-14
META,220.144380338757,2023-04-14
MSFT,280.175007326939,2023-04-14
NVDA,26.7373356025883,2023-04-14
AMZN,102.74,2023-04-17
GOOGL,105.239249518549,2023-04-17
META,217.530358395143,2023-04-17
MSFT,282.779555867827,2023-04-17
NVDA,26.9811471687379,2023-04-17
AMZN,102.3,2023-04-18
GOOGL,103.779386379998,2023-04-18
META,216.566251442556,2023-04-18
MSFT,282.358519825503,2023-04-18
NVDA,27.6456336092686,2023-04-18
AMZN,104.3,2023-04-19
GOOGL,103.461593043715,2023-04-19
META,214.389556364034,2023-04-19
MSFT,282.436852112447,2023-04-19
NVDA,27.9094297300207,2023-04-19
AMZN,103.81,2023-04-20
GOOGL,104.563938678947,2023-04-20
META,211.77553442042,2023-04-20
MSFT,280.145632719335,2023-04-20
NVDA,27.0830683972103,2023-04-20
AMZN,106.96,2023-04-21
GOOGL,104.683111180054,2023-04-21
META,211.59662797561,2023-04-21
MSFT,279.802928963955,2023-04-21
NVDA,27.0980568131621,2023-04-21
AMZN,106.21,2023-04-24
GOOGL,105.239249518549,2023-04-24
META,211.497235506271,2023-04-24
MSFT,275.896106152623,2023-04-24
NVDA,27.0211162779428,2023-04-24
AMZN,102.57,2023-04-25
GOOGL,103.133868665673,2023-04-25
META,206.289070112912,2023-04-25
MSFT,269.678480876443,2023-04-25
NVDA,26.2207348661155,2023-04-25
AMZN,104.98,2023-04-26
GOOGL,102.994834081049,2023-04-26
META,208.127830795682,2023-04-26
MSFT,289.212594933102,2023-04-26
NVDA,26.9351826931523,2023-04-26
AMZN,109.82,2023-04-27
GOOGL,106.848078283483,2023-04-27
META,237.110674854909,2023-04-27
MSFT,298.47538786423,2023-04-27
NVDA,27.2049741802851,2023-04-27
AMZN,105.45,2023-04-28
GOOGL,106.599802239512,2023-04-28
META,238.859982315274,2023-04-28
MSFT,300.854731080154,2023-04-28
NVDA,27.7275702831386,2023-04-28
AMZN,102.05,2023-05-01
GOOGL,106.460767654888,2023-05-01
META,241.702606938367,2023-05-01
MSFT,299.190169982594,2023-05-01
NVDA,28.8876736778095,2023-05-01
AMZN,103.63,2023-05-02
GOOGL,104.593731804224,2023-05-02
META,237.786543646414,2023-05-02
MSFT,299.043296944574,2023-05-02
NVDA,28.1882142667246,2023-05-02
AMZN,103.65,2023-05-03
GOOGL,104.683111180054,2023-05-03
META,235.589970074024,2023-05-03
MSFT,298.054351821906,2023-05-03
NVDA,27.780529352835,2023-05-03
AMZN,104.0,2023-05-04
GOOGL,103.968076173416,2023-05-04
META,232.101294400228,2023-05-04
MSFT,299.043296944574,2023-05-04
NVDA,27.5407146976059,2023-05-04
AMZN,105.655,2023-05-05
GOOGL,104.842007848195,2023-05-05
META,231.36579012712,2023-05-05
MSFT,304.174061739406,2023-05-05
NVDA,28.6578512998816,2023-05-05
AMZN,105.83,2023-05-08
GOOGL,107.026837035143,2023-05-08
META,231.852813226881,2023-05-08
MSFT,302.215754565806,2023-05-08
NVDA,29.1284875607688,2023-05-08
AMZN,106.62,2023-05-09
GOOGL,106.609733281271,2023-05-09
META,231.95220569622,2023-05-09
MSFT,300.600151147586,2023-05-09
NVDA,28.5489354772984,2023-05-09
AMZN,110.19,2023-05-10
GOOGL,110.979391655166,2023-05-10
META,231.663967535137,2023-05-10
MSFT,305.799456693494,2023-05-10
NVDA,28.8626929845565,2023-05-10
AMZN,112.18,2023-05-11
GOOGL,115.766153782932,2023-05-11
META,234.357503454221,2023-05-11
MSFT,303.645318802534,2023-05-11
NVDA,28.5559300714092,2023-05-11
AMZN,110.26,2023-05-12
GOOGL,116.699671708264,2023-05-12
META,232.389532561311,2023-05-12
MSFT,302.529083713582,2023-05-12
NVDA,28.3181138716403,2023-05-12
AMZN,111.2,2023-05-15
GOOGL,115.706567532379,2023-05-15
META,237.408852262926,2023-05-15
MSFT,303.008868971114,2023-05-15
NVDA,28.9306404702048,2023-05-15
AMZN,113.4,2023-05-16
GOOGL,118.685880060034,2023-05-16
META,237.36909527519,2023-05-16
MSFT,305.241339149018,2023-05-16
NVDA,29.1904396800363,2023-05-16
AMZN,115.5,2023-05-17
GOOGL,120.006708613962,2023-05-17
META,241.011829276461,2023-05-17
MSFT,308.120050694209,2023-05-17
NVDA,30.1546944396035,2023-05-17
AMZN,118.15,2023-05-18
GOOGL,121.982985923973,2023-05-18
META,245.350310563105,2023-05-18
MSFT,312.555409385731,2023-05-18
NVDA,31.6535360347856,2023-05-18
AMZN,116.25,2023-05-19
GOOGL,121.913468631661,2023-05-19
META,244.147661684104,2023-05-19
MSFT,312.378780057308,2023-05-19
NVDA,31.2398557545153,2023-05-19
AMZN,115.01,2023-05-22
GOOGL,124.187677194438,2023-05-22
META,246.811379862387,2023-05-22
MSFT,315.165598350211,2023-05-22
NVDA,31.1519237142646,2023-05-22
AMZN,114.99,2023-05-23
GOOGL,121.714847796484,2023-05-23
META,245.240978846832,2023-05-23
MSFT,309.356455993173,2023-05-23
NVDA,30.6643005819654,2023-05-23
AMZN,116.75,2023-05-24
GOOGL,120.066294864515,2023-05-24
META,247.695972839503,2023-05-24
MSFT,307.97285958719,2023-05-24
NVDA,30.5144164224472,2023-05-24
AMZN,115.0,2023-05-25
GOOGL,122.628503638298,2023-05-25
META,251.154830772497,2023-05-25
MSFT,319.816837332028,2023-05-25
NVDA,37.9506691900106,2023-05-25
AMZN,120.11,2023-05-26
GOOGL,123.750711357049,2023-05-26
META,260.448026655686,2023-05-26
MSFT,326.656317438202,2023-05-26
NVDA,38.9159231773079,2023-05-26
AMZN,121.66,2023-05-30
GOOGL,122.817193431717,2023-05-30
META,260.925110508512,2023-05-30
MSFT,325.007777039583,2023-05-30
NVDA,40.0800234828993,2023-05-30
AMZN,120.58,2023-05-31
GOOGL,122.022710091008,2023-05-31
META,263.111744833969,2023-05-31
MSFT,322.240584227616,2023-05-31
NVDA,37.8047819414129,2023-05-31
AMZN,122.77,2023-06-01
GOOGL,122.866848640511,2023-06-01
META,270.953810664809,2023-06-01
MSFT,326.352122483695,2023-06-01
NVDA,39.7392868269279,2023-06-01
AMZN,124.25,2023-06-02
GOOGL,123.810297607602,2023-06-02
META,270.953810664809,2023-06-02
MSFT,329.119315295662,2023-06-02
NVDA,39.2966289424841,2023-06-02
AMZN,125.3,2023-06-05
GOOGL,125.141057203288,2023-06-05
META,269.741222538874,2023-06-05
MSFT,329.649203280932,2023-06-05
NVDA,39.1407494165852,2023-06-05
AMZN,126.61,2023-06-06
GOOGL,126.432092631938,2023-06-06
META,269.472862871659,2023-06-06
MSFT,327.431523935171,2023-06-06
NVDA,38.6241486801124,2023-06-06
AMZN,121.23,2023-06-07
GOOGL,121.655261545931,2023-06-07
META,261.998549177373,2023-06-07
MSFT,317.324401253164,2023-06-07
NVDA,37.4500560972198,2023-06-07
AMZN,124.25,2023-06-08
GOOGL,121.297744042612,2023-06-08
META,262.972595376894,2023-06-08
MSFT,319.169196461142,2023-06-08
NVDA,38.4843671862291,2023-06-08
AMZN,123.43,2023-06-09
GOOGL,121.387123418442,2023-06-09
META,263.340347513448,2023-06-09
MSFT,320.670545752741,2023-06-09
NVDA,38.7441941264633,2023-06-09
AMZN,126.57,2023-06-12
GOOGL,122.78740030644,2023-06-12
META,269.403288143122,2023-06-12
MSFT,325.635792429533,2023-06-12
NVDA,39.4557202089508,2023-06-12
AMZN,126.66,2023-06-13
GOOGL,122.976090099858,2023-06-13
META,269.671647810337,2023-06-13
MSFT,328.030101103717,2023-06-13
NVDA,40.9946951626458,2023-06-13
AMZN,126.42,2023-06-14
GOOGL,122.817193431717,2023-06-14
META,271.689314937917,2023-06-14
MSFT,331.022986946448,2023-06-14
NVDA,42.9683805740403,2023-06-14
AMZN,127.11,2023-06-15
GOOGL,124.227401361473,2023-06-15
META,280.117796337856,2023-06-15
MSFT,341.581495689982,2023-06-15
NVDA,42.6246095454227,2023-06-15
